0.000021,0.698590,0.590061,0.000103,0.000002,0.000407,0.004629,0.000387,0.004076,0.498531,0.000007,0.424859,0.094896,0.231951,0.000005,0.853076,0.845161,0.027895,0.002789,0.006191
0.602368,0.061773,0.503427,0.029660,0.104009,0.324017,0.082653,0.000002,0.799186,0.067834,0.183682,0.640513,0.170275,0.102168,0.963865,0.671989,0.838456,0.197856,0.304744,0.497886
0.000000,0.033726,0.472471,0.000063,0.000000,0.000008,0.395941,0.000000,0.000005,0.782293,0.000000,0.069531,0.005879,0.637733,0.000007,0.020456,0.056847,0.000325,0.018118,0.082872
0.000000,0.624267,0.408509,0.000000,0.000000,0.000000,0.056184,0.000000,0.000000,0.549799,0.000000,0.019335,0.000003,0.008759,0.000000,0.082639,0.124876,0.000000,0.000000,0.000001
0.000000,0.228836,0.090328,0.000000,0.000000,0.000000,0.003433,0.000000,0.000000,0.537422,0.000000,0.000229,0.000000,0.067357,0.000000,0.002722,0.001776,0.000000,0.000000,0.000000
0.000420,0.231317,0.806584,0.000017,0.000731,0.000975,0.062184,0.000001,0.000640,0.895391,0.004184,0.607355,0.010192,0.165319,0.000789,0.364513,0.357363,0.034228,0.089654,0.065651
0.000011,0.200045,0.840693,0.000001,0.000000,0.000191,0.000008,0.000022,0.597746,0.763025,0.000000,0.725016,0.003285,0.466214,0.000047,0.929924,0.929924,0.000022,0.000098,0.000953
0.001516,0.202630,0.228267,0.000854,0.016873,0.000738,0.102693,0.259778,0.001174,0.211987,0.086231,0.710765,0.507780,0.066662,0.012349,0.331508,0.308346,0.862534,0.139144,0.004476
0.002094,0.680712,0.264403,0.002868,0.003310,0.000623,0.000202,0.079220,0.000012,0.495315,0.019338,0.672597,0.069073,0.877318,0.060084,0.822885,0.488325,0.209750,0.000755,0.001001
0.000000,0.027690,0.140134,0.000000,0.000000,0.000000,0.000002,0.000001,0.000000,0.578142,0.000000,0.061087,0.015725,0.186047,0.000000,0.010903,0.005715,0.000230,0.000001,0.000755
0.000000,0.225472,0.017421,0.000000,0.000000,0.007322,0.000000,0.001632,0.000001,0.011711,0.000000,0.019621,0.002536,0.435175,0.000030,0.340884,0.254498,0.000024,0.000000,0.000008
0.003564,0.220275,0.661542,0.239689,0.002180,0.005490,0.590680,0.018696,0.003032,0.707479,0.003709,0.329245,0.084325,0.507374,0.093720,0.499396,0.499396,0.025159,0.220275,0.046724
0.047780,0.864514,0.891422,0.005706,0.044068,0.374928,0.009498,0.047780,0.151772,0.305937,0.028957,0.837762,0.290096,0.837762,0.133213,0.494908,0.494908,0.412770,0.374928,0.608726
0.000109,0.497409,0.818739,0.000019,0.000002,0.000359,0.747886,0.000006,0.001017,0.714312,0.000020,0.555670,0.416505,0.712092,0.000057,0.085389,0.075115,0.000822,0.282641,0.139096
0.032538,0.662776,0.147259,0.006447,0.000577,0.048122,0.092716,0.915762,0.190160,0.524453,0.000318,0.727189,0.550156,0.927550,0.002186,0.132337,0.158447,0.001489,0.018623,0.022352
0.000000,0.661250,0.663644,0.000000,0.000000,0.000000,0.231479,0.000535,0.000001,0.878012,0.000000,0.031711,0.006134,0.330180,0.000000,0.584866,0.479438,0.000001,0.000001,0.000002
0.000000,0.000006,0.823701,0.000026,0.000000,0.000000,0.000172,0.000000,0.000019,0.080339,0.000000,0.000000,0.000000,0.005355,0.000001,0.003482,0.000762,0.000003,0.000000,0.000000
0.000000,0.917454,0.788610,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,0.011375,0.000000,0.000000,0.000000,0.531574,0.000000,0.322981,0.181525,0.000624,0.000000,0.000001
0.000000,0.680314,0.957414,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.619060,0.000000,0.002143,0.000000,0.099770,0.000000,0.290116,0.251537,0.000074,0.000000,0.000000
0.000000,0.924429,0.768160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.763148,0.000000,0.019170,0.000000,0.423035,0.000000,0.208415,0.155207,0.001247,0.000000,0.000000
0.155326,0.771336,0.809325,0.071259,0.119686,0.171853,0.343662,0.005008,0.094330,0.329641,0.166204,0.934188,0.112712,0.919703,0.298221,0.862918,0.796056,0.763146,0.278265,0.831841
0.170516,0.014306,0.726393,0.683091,0.748387,0.199469,0.044211,0.953493,0.108751,0.704623,0.397744,0.129431,0.019656,0.070613,0.220671,0.726393,0.726393,0.006689,0.559751,0.484018
0.000000,0.939391,0.271345,0.000000,0.000002,0.000014,0.002074,0.000033,0.000000,0.587556,0.000000,0.002853,0.053448,0.867152,0.000976,0.231587,0.229616,0.014152,0.000002,0.000015
0.000000,0.812834,0.518071,0.000000,0.000000,0.000014,0.257356,0.000000,0.000011,0.560345,0.000000,0.020356,0.005482,0.748998,0.000133,0.265509,0.228956,0.130988,0.000024,0.002294
0.063375,0.687983,0.482529,0.030820,0.563835,0.326621,0.021457,0.949256,0.004043,0.785531,0.903931,0.028199,0.748667,0.410543,0.210983,0.517387,0.423135,0.109158,0.651220,0.344235
0.000000,0.591495,0.557695,0.000016,0.000000,0.446959,0.185546,0.000000,0.000675,0.055464,0.000000,0.001232,0.005436,0.481889,0.000001,0.127308,0.046984,0.000276,0.103834,0.046005
0.000030,0.490783,0.607348,0.000276,0.000043,0.007354,0.028852,0.000308,0.001168,0.021746,0.000386,0.010324,0.144951,0.384473,0.002086,0.836159,0.559623,0.089541,0.020633,0.309636
0.000000,0.048877,0.382102,0.000000,0.000000,0.016323,0.015609,0.000000,0.000000,0.017540,0.000000,0.000003,0.057370,0.470881,0.000013,0.000616,0.003092,0.003207,0.000063,0.001841
0.131993,0.421770,1.000000,0.152437,0.002384,0.436422,0.687922,0.218646,0.228191,0.008389,0.000364,0.706491,0.269328,0.421770,0.744150,0.209391,0.209391,0.000300,0.258595,0.218646
0.000453,0.028715,0.971159,0.000300,0.000226,0.000035,0.013263,0.000773,0.000423,0.772397,0.001068,0.758601,0.085912,0.138245,0.002856,0.587594,0.625484,0.044792,0.278076,0.082662
0.000000,0.002279,0.194068,0.000000,0.000000,0.000000,0.000001,0.000000,0.599516,0.016867,0.000000,0.000003,0.348033,0.340840,0.000000,0.051801,0.138653,0.000000,0.000000,0.000000
0.589182,0.000000,0.138430,0.000000,0.000000,0.000064,0.002943,0.000000,0.000000,0.000014,0.000000,0.000013,0.183720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000032,0.000263,0.533622,0.000000,0.000000,0.001054,0.165183,0.000000,0.000000,0.118074,0.000000,0.000018,0.294384,0.000003,0.000000,0.958757,0.800325,0.000000,0.000000,0.000000
0.000000,0.001023,0.974316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000438,0.000000,0.000000,0.004480,0.554424,0.000000,0.000000,0.033435,0.046533,0.000000,0.288607,0.010136
0.056543,0.000000,0.553042,0.000000,0.000000,0.026711,0.000211,0.000000,0.002315,0.000193,0.000000,0.128932,0.466592,0.000841,0.000663,0.014835,0.050316,0.000000,0.000000,0.000000
0.000004,0.547695,0.653340,0.000007,0.000000,0.000093,0.784162,0.000224,0.002424,0.721662,0.000000,0.044628,0.000015,0.528159,0.000005,0.009542,0.013737,0.027041,0.000010,0.000143
0.107569,0.005660,0.739499,0.365367,0.981987,0.375234,0.431788,0.028517,0.091957,0.001747,0.751929,0.056276,0.773836,0.000183,0.007169,0.000773,0.000010,0.041325,0.524582,0.279383
0.000121,0.244674,0.639648,0.022359,0.008318,0.000121,0.005191,0.701671,0.010230,0.820422,0.005665,0.274637,0.733478,0.909633,0.065126,0.722822,0.722822,0.349076,0.078533,0.005916
0.042476,0.151873,1.000000,0.080972,0.008672,0.233356,0.191804,0.076154,0.147859,0.011557,0.026879,0.073834,0.041051,0.349076,0.043942,0.523186,0.523186,0.078533,0.038322,0.069368
0.049141,0.396066,0.354539,0.015087,0.002622,0.643429,0.354539,0.016770,0.037243,0.189662,0.010896,0.203017,0.231755,0.396066,0.122823,0.699676,0.728454,0.217044,0.463594,0.463594
0.004550,0.751836,0.676124,0.014344,0.000056,0.006975,0.789545,0.002576,0.017501,0.674004,0.000015,0.225260,0.332562,0.532801,0.000725,0.251822,0.230857,0.002318,0.000074,0.001281
0.003209,0.003904,0.519124,0.000000,0.000009,0.000893,0.751649,0.000000,0.591638,0.057128,0.000040,0.001867,0.014451,0.001928,0.000006,0.799407,0.803045,0.031233,0.000897,0.020343
0.000001,0.363486,0.886315,0.000001,0.000000,0.001313,0.000392,0.000013,0.001726,0.022853,0.000000,0.003989,0.001064,0.475259,0.000001,0.124753,0.098498,0.000004,0.000000,0.000172
0.027578,0.518424,1.000000,0.003142,0.010064,0.011848,0.024403,0.026916,0.518424,0.231468,0.020493,0.581764,0.761208,0.939440,0.131049,0.812333,0.812333,0.193241,0.114921,0.082229
0.037497,0.016006,1.000000,0.084624,0.396134,0.070828,0.030586,0.004417,0.032757,0.250291,0.459873,0.826666,0.079802,0.016006,0.565412,0.070828,0.070828,0.048745,0.622222,0.511220
0.000639,0.120946,0.859628,0.060476,0.000253,0.024794,0.462585,0.003299,0.376568,0.131042,0.000227,0.470913,0.096986,0.231259,0.000578,0.624324,0.643705,0.002416,0.009369,0.084048
0.000000,0.765442,0.425204,0.000000,0.000000,0.000000,0.000001,1.000000,0.000056,0.386696,0.000000,0.000012,0.000000,0.421158,0.000000,0.091807,0.071720,0.000000,0.000000,0.000000
0.002106,0.325860,0.154085,0.000488,0.000003,0.336909,0.439302,0.001571,0.013657,0.000051,0.000000,0.000186,0.002628,0.044996,0.010235,0.946908,0.943189,0.000001,0.027739,0.002359
0.000001,0.129941,0.324623,0.000002,0.000000,0.009960,0.801418,0.000000,0.000003,0.056402,0.000002,0.088426,0.001961,0.042038,0.000000,0.083243,0.064460,0.001700,0.135087,0.017592
0.172967,0.767975,0.746603,0.151865,0.023706,0.574149,0.059763,0.151865,0.115611,0.767975,0.046051,0.944000,0.029439,0.789525,0.074392,0.298521,0.285652,0.013950,0.261054,0.086538
0.007602,0.206090,0.574149,0.002335,0.014887,0.039352,0.010006,0.014887,0.261054,0.962649,0.011446,0.851412,0.054858,0.348972,0.007602,0.574149,0.574149,0.133994,0.302895,0.146583
0.722465,0.066063,0.002357,0.051529,0.769523,0.464331,0.856050,0.044461,0.900244,0.417236,0.645418,0.349762,0.160212,0.167304,0.906702,0.499890,0.482885,0.935831,0.819029,0.279792
0.053898,0.601764,0.011939,0.000000,0.000000,0.536411,0.000000,0.000000,0.405133,0.000000,0.000000,0.000000,0.001892,0.174353,0.000210,0.000642,0.001334,0.000000,0.000000,0.001268
0.004002,0.000000,0.081222,0.000000,0.000000,0.704515,0.000000,0.000000,0.775393,0.000001,0.000000,0.000002,0.000105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.509358
0.022572,0.138235,0.441475,0.015105,0.299264,0.054007,0.000478,0.105253,0.000910,0.098241,0.390571,0.327422,0.081746,0.070390,0.016038,0.406497,0.394284,0.020114,0.743669,0.970571
0.006550,0.012433,1.000000,0.029952,0.000297,0.001268,0.041434,0.000576,0.141813,0.124820,0.001268,0.843563,0.009673,0.072182,0.001848,1.000000,1.000000,0.010306,0.124820,0.075726
