0.076923,0.086957,0.340426,0.238095,0.292683
0.089552,0.000000,0.337662,0.365854,0.352941
0.071429,0.057143,0.312500,0.328358,0.190476
0.481283,0.327869,0.531792,0.538462,0.472527
0.473684,0.284314,0.559271,0.466667,0.470948
0.217391,0.176471,0.250000,0.285714,0.295082
0.545455,0.608696,0.764706,0.882353,0.823529
0.000000,0.000000,0.307692,0.121212,0.000000
0.404494,0.086957,0.328076,0.455172,0.481982
0.263158,0.027027,0.257028,0.376997,0.317152
0.262411,0.061538,0.325424,0.346939,0.313625
0.000000,0.000000,0.173913,0.250000,0.333333
0.000000,0.000000,0.000000,0.333333,0.285714
0.686567,0.714286,0.565657,0.650407,0.688000
0.000000,0.111111,0.222222,0.000000,0.060606
0.000000,0.212766,0.337079,0.289157,0.233766
0.639175,0.321429,0.591195,0.558140,0.577540
0.481481,0.206897,0.472441,0.543210,0.534247
0.438202,0.236559,0.540146,0.459770,0.508876
0.068966,0.185185,0.425532,0.273684,0.378947
0.000000,0.000000,0.074074,0.068966,0.000000
0.200000,0.250000,0.454545,0.545455,0.600000
0.447761,0.238095,0.580645,0.394366,0.394366
0.507463,0.500000,0.705882,0.575000,0.552632
0.946015,0.959391,0.618705,0.927614,0.952381
0.627660,0.666667,0.573333,0.558659,0.604651
0.704819,0.722892,0.522523,0.630824,0.636042
0.710407,0.728448,0.541806,0.668380,0.690821
0.608696,0.666667,0.580645,0.555556,0.631579
0.666667,0.608696,0.642857,0.692308,0.740741
0.125196,0.015896,0.305120,0.302015,0.304409
0.064534,0.000000,0.228734,0.270439,0.272599
0.008361,0.001688,0.193316,0.148726,0.147105
0.020513,0.032407,0.268027,0.189911,0.198976
0.000000,0.006126,0.211431,0.193548,0.199833
0.109091,0.000000,0.211321,0.388060,0.373134
0.404762,0.486486,0.302326,0.517241,0.533333
0.000000,0.000000,0.375000,0.555556,0.421053
0.222222,0.000000,0.421053,0.000000,0.363636
0.714286,0.800000,0.769231,0.750000,0.720000
0.000000,0.000000,0.242424,0.263158,0.157895
0.416667,0.275000,0.464789,0.558140,0.457627
0.525000,0.363636,0.541935,0.550562,0.638298
0.000000,0.200000,0.333333,0.235294,0.133333
0.640000,0.666667,0.695652,0.666667,0.592593
0.518519,0.600000,0.529412,0.444444,0.400000
0.256410,0.050000,0.311828,0.282209,0.226415
0.758123,0.790274,0.452261,0.825623,0.775801
0.436620,0.330097,0.386555,0.496815,0.503311
0.585366,0.545455,0.470588,0.619048,0.486486
0.857143,0.857143,0.827586,0.700000,0.782609
0.269231,0.078947,0.180328,0.417266,0.285714
0.489796,0.186047,0.400000,0.367347,0.378788
0.939815,0.884411,0.712871,0.939010,0.933486
0.610687,0.511278,0.330097,0.709677,0.683544
0.740741,0.782609,0.769231,0.740741,0.692308
0.000000,0.090909,0.333333,0.285714,0.434783
0.000000,0.000000,0.340909,0.250000,0.250000
0.000000,0.058824,0.369565,0.246154,0.311688
0.494624,0.307692,0.564706,0.543478,0.545455
0.453488,0.231579,0.528662,0.444444,0.456250
0.000000,0.000000,0.421053,0.237288,0.185185
0.692308,0.666667,0.812500,0.750000,0.750000
0.000000,0.000000,0.344828,0.080000,0.000000
0.167247,0.000000,0.288591,0.318627,0.414747
0.246914,0.013605,0.269841,0.297030,0.310345
0.245487,0.051546,0.317568,0.321244,0.348958
0.000000,0.000000,0.500000,0.444444,0.363636
0.000000,0.000000,0.000000,0.333333,0.666667
0.697368,0.748299,0.541667,0.739130,0.671756
0.000000,0.117647,0.235294,0.060606,0.000000
0.000000,0.136364,0.431818,0.285714,0.302326
0.618557,0.242991,0.569536,0.574586,0.595506
0.514286,0.120482,0.410256,0.486842,0.506667
0.522222,0.200000,0.436975,0.484472,0.469880
0.000000,0.150943,0.441860,0.357895,0.378947
0.000000,0.000000,0.200000,0.000000,0.000000
0.000000,0.000000,0.545455,0.400000,0.400000
0.524590,0.055556,0.655172,0.406780,0.387097
0.590164,0.318182,0.724638,0.575000,0.547945
0.951407,0.959391,0.751634,0.928760,0.928382
0.635897,0.584416,0.619355,0.541176,0.545455
0.700000,0.723404,0.483412,0.659794,0.631944
0.709677,0.739316,0.522034,0.690355,0.716418
0.181818,0.571429,0.800000,0.631579,0.631579
0.777778,0.434783,0.689655,0.800000,0.903226
0.114482,0.014461,0.305526,0.278264,0.281851
0.063866,0.000000,0.226087,0.269714,0.259424
0.001689,0.001689,0.219944,0.135065,0.136268
0.019090,0.030162,0.269423,0.200000,0.204082
0.000000,0.006130,0.218845,0.200590,0.199831
0.093458,0.000000,0.254335,0.356589,0.360902
0.404762,0.000000,0.432432,0.423077,0.440000
0.000000,0.000000,0.666667,0.375000,0.315789
0.000000,0.000000,0.190476,0.300000,0.421053
0.758621,0.620690,0.761905,0.666667,0.666667
0.000000,0.000000,0.358974,0.256410,0.121212
0.363636,0.171429,0.516667,0.524590,0.467742
0.454545,0.318584,0.533333,0.560440,0.578035
0.000000,0.000000,0.444444,0.125000,0.125000
0.640000,0.714286,0.695652,0.592593,0.592593
0.480000,0.266667,0.666667,0.500000,0.444444
0.000000,0.050000,0.329545,0.261438,0.259740
0.767296,0.798799,0.457711,0.780142,0.778157
0.426471,0.234043,0.376068,0.543046,0.522293
0.666667,0.541667,0.482759,0.631579,0.578947
0.827586,0.827586,0.916667,0.761905,0.761905
0.170732,0.000000,0.147368,0.303030,0.340000
0.494949,0.150000,0.485294,0.405797,0.388060
0.941176,0.869379,0.721358,0.933790,0.933486
0.603175,0.456140,0.486486,0.707317,0.675000
0.800000,0.782609,0.769231,0.769231,0.720000
0.000000,0.000000,0.333333,0.325581,0.216216
0.000000,0.000000,0.210526,0.232558,0.236842
0.000000,0.000000,0.370370,0.461538,0.373333
0.000000,0.000000,0.472973,0.480447,0.477778
0.011976,0.000000,0.514085,0.423188,0.469208
0.000000,0.000000,0.325581,0.131148,0.166667
0.000000,0.400000,0.848485,0.812500,0.882353
0.000000,0.000000,0.230769,0.137931,0.000000
0.000000,0.000000,0.225455,0.439252,0.468468
0.000000,0.000000,0.189573,0.320000,0.260870
0.000000,0.000000,0.203125,0.292804,0.291777
0.000000,0.000000,0.000000,0.000000,0.250000
0.000000,0.000000,0.000000,0.000000,0.000000
0.725146,0.724138,0.531915,0.700000,0.717949
0.000000,0.000000,0.193548,0.000000,0.057143
