0.725690,0.274310,0.854412,0.145588,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.725690,0.274310,0.874872,0.125128,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.757664,0.242336,0.552745,0.447255,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
0.841043,0.158957,0.770156,0.229844,0.999998,0.000002,1.000000,0.000000,1.000000,0.000000,1.000000
0.725690,0.274310,0.549872,0.450128,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000
0.919768,0.080232,0.656591,0.343409,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000
0.919768,0.080232,0.812767,0.187233,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.947044,0.052956,0.932272,0.067728,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.117863,0.882137,0.723955,0.276045,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000
0.174339,0.825661,0.416358,0.583642,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000
0.174339,0.825661,0.766915,0.233085,0.999161,0.000839,1.000000,0.000000,1.000000,0.000000,1.000000
0.831092,0.168908,0.784800,0.215200,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000
0.739104,0.260896,0.865999,0.134001,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.174339,0.825661,0.035496,0.964504,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000
0.739104,0.260896,0.865797,0.134203,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.739104,0.260896,0.643683,0.356317,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000
0.739104,0.260896,0.859872,0.140128,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.962556,0.037444,0.868896,0.131104,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.517314,0.482686,0.786052,0.213948,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.590840,0.409160,0.891740,0.108260,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.643499,0.356501,0.800364,0.199636,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.715253,0.284747,0.658315,0.341685,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.517314,0.482686,0.781601,0.218399,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.517314,0.482686,0.782502,0.217498,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.517314,0.482686,0.532618,0.467382,0.999993,0.000007,1.000000,0.000000,1.000000,0.000000,0.000000
0.715253,0.284747,0.630360,0.369640,0.756404,0.243596,0.000000,1.000000,0.000000,1.000000,0.000000
0.091140,0.908860,0.321241,0.678759,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000
0.724961,0.275039,0.499293,0.500707,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000
0.091138,0.908862,0.063898,0.936102,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000
0.600989,0.399011,0.703309,0.296691,0.986962,0.013038,0.000000,1.000000,0.000000,1.000000,0.000000
0.057527,0.942473,0.187183,0.812817,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000
0.600989,0.399011,0.630349,0.369651,0.021999,0.978001,0.000000,1.000000,0.000000,1.000000,0.000000
0.724961,0.275039,0.776568,0.223432,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.091138,0.908862,0.802168,0.197832,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.880152,0.119848,0.905789,0.094211,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.146636,0.853364,0.052201,0.947799,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000
0.146636,0.853364,0.044323,0.955677,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000
0.683563,0.316437,0.528583,0.471417,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000
0.973471,0.026529,0.798593,0.201407,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.683563,0.316437,0.794635,0.205365,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.633451,0.366549,0.687049,0.312951,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.633451,0.366549,0.784568,0.215432,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.683563,0.316437,0.632910,0.367090,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
