2484.797337,-440.062534,-59.619967,26.516865,-7.137333,0.000000
311.806116,702.572900,50.338243,-8.471545,-1.979389,0.000000
-374.547174,-36.432560,-13.593711,-8.947432,-1.859766,0.000000
-374.547154,-36.432499,-13.593758,-8.945770,-1.859971,0.000000
874.790473,69.668384,-16.252279,34.633300,-10.986462,0.000000
-107.724083,58.672279,-0.280360,13.386257,-9.433577,0.000000
-377.281806,-41.305840,-13.812040,-10.760182,1.133534,0.000000
-377.293846,-41.340958,-13.809348,-11.280100,-0.924613,0.000000
-374.535134,-36.397442,-13.596403,-8.427514,0.198381,0.000000
-365.238385,-43.064727,-11.273873,-8.215465,-1.461270,5.000000
-362.525501,-38.158043,-11.553169,-6.041513,0.103175,0.000000
-299.908641,-32.663011,-9.002285,-1.606819,7.358318,0.000000
-361.995503,-40.818332,-14.094654,-2.996224,34.790616,0.000000
-378.458444,-42.322519,-13.767596,-12.566723,-0.449759,0.000000
-318.726936,-48.229155,1.763258,1.141447,-0.419387,0.000000
-337.487179,-26.273778,-9.629576,-2.201707,-1.289836,0.000000
-273.405430,10.885429,-6.159933,6.268331,-3.993974,0.000000
500.115654,-29.814984,7.839140,21.157058,3.503721,0.000000
883.750148,22.903632,-12.198154,36.571517,4.235091,0.000000
-34.918428,65.445268,-1.771796,20.812414,-9.431237,2.000000
1730.703971,-342.623552,9.095542,-2.508435,2.487640,0.000000
-366.333631,-44.014468,-9.885349,-7.189599,13.324693,0.000000
-379.448136,-42.192102,-13.548445,-11.851016,10.350085,0.000000
-147.244024,-36.632241,-1.269948,13.009821,-0.282916,0.000000
-379.476169,-42.294647,-13.627719,-13.422131,1.910334,0.000000
-374.547154,-36.432499,-13.593758,-8.945770,-1.859971,0.000000
-361.910398,-41.508449,-9.981213,-6.665211,-0.311311,0.000000
-212.209229,-69.244321,31.354703,3.415112,7.170881,1.000000
-172.412202,-11.907540,-7.169830,13.719462,2.557336,0.000000
-371.220357,-42.318464,-11.153660,-9.176368,3.592915,0.000000
-324.453580,-12.808745,-8.789142,-1.575220,-3.019105,0.000000
171.570198,-59.756436,-7.825843,8.999599,-6.447207,1.000000
-324.444255,-12.782090,-8.812538,-0.819961,-2.174513,0.000000
-370.432205,-43.652223,-11.213007,-11.564925,-0.782604,0.000000
-374.535134,-36.397442,-13.596403,-8.427514,0.198381,0.000000
